Eliminación directa
Torneo:,Playoffs Futbol americano
Organizador:,NFL
Fecha de inicio:,sábado 9 de enero de 2016
Fecha de fin:,domingo 24 de enero de 2016
Playoffs 2015-2016 de conferencia americana
Núm.,Nombre,Puntaje
6,Denver,0.0
5,New England,0.0
4,Cincinatti,0.0
3,Houston,0.0
2,Kansas City,0.0
1,Pittsburgh,0.0



Ronda 1
Núm.,local,VS,Núm.,visitante,Fecha del encuentro
4,Cincinatti,vs,1,Pittsburgh,sábado 9 de enero de 2016
3,Houston,vs,2,Kansas City,sábado 9 de enero de 2016
