Eliminación directa
Torneo: Playoffs Futbol americano
Organizador: NFL
Fecha de inicio: sábado 14 de enero de 2023
Fecha de fin: domingo 29 de enero de 2023
Playoffs 2022-2023 de conferencia nacional
Tabla de resultados Ronda: 1

Núm.,local,Resultado,Núm.,visitante,Fecha del encuentro
7,Philadelphia - bye,sábado 14 de enero de 2023
6,San Francisco,[ganador - perdedor],1,Seattle,sábado 14 de enero de 2023
5,Minnesota,[perdedor - ganador],2,New York,domingo 15 de enero de 2023
4,Tampa Bay,[perdedor - ganador],3,Dallas,lunes 16 de enero de 2023
